# step       rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn   lr      
# If there is no available reference data, rmse_*_{val,trn} will print nan
 766000      6.24e-02    3.27e-02      5.53e-04    1.04e-03      5.28e-02    2.73e-02    3.9e-07
 767000      6.08e-02    5.49e-02      1.04e-04    1.10e-03      5.15e-02    4.63e-02    3.9e-07
 768000      1.04e-01    5.20e-02      4.80e-03    1.11e-03      8.53e-02    4.38e-02    3.9e-07
 769000      7.01e-02    6.96e-02      2.78e-03    2.55e-04      5.81e-02    5.90e-02    3.9e-07
 770000      6.97e-02    5.03e-02      3.26e-03    3.15e-04      5.72e-02    4.26e-02    3.9e-07
 771000      6.27e-02    6.68e-02      3.96e-04    3.49e-03      5.35e-02    5.46e-02    3.7e-07
 772000      7.48e-02    6.70e-02      1.65e-03    7.08e-04      6.35e-02    5.71e-02    3.7e-07
 773000      5.95e-02    6.11e-02      1.04e-03    2.72e-03      5.06e-02    5.10e-02    3.7e-07
 774000      7.08e-02    5.28e-02      9.21e-04    2.02e-03      6.03e-02    4.44e-02    3.7e-07
 775000      8.24e-02    6.74e-02      6.89e-03    6.15e-05      6.37e-02    5.76e-02    3.7e-07
 776000      5.55e-02    7.12e-02      1.80e-03    4.06e-03      4.70e-02    5.86e-02    3.5e-07
 777000      7.50e-02    6.19e-02      4.30e-03    1.96e-03      6.12e-02    5.24e-02    3.5e-07
 778000      8.03e-02    5.38e-02      2.70e-03    7.91e-04      6.76e-02    4.61e-02    3.5e-07
 779000      7.63e-02    5.40e-02      1.27e-03    4.25e-04      6.53e-02    4.64e-02    3.5e-07
 780000      5.40e-02    3.75e-02      3.97e-04    5.90e-04      4.64e-02    3.22e-02    3.5e-07
 781000      5.52e-02    5.09e-02      5.11e-04    3.67e-03      4.77e-02    4.02e-02    3.4e-07
 782000      6.68e-02    5.63e-02      1.69e-03    2.82e-04      5.72e-02    4.87e-02    3.4e-07
 783000      6.96e-02    8.07e-02      3.19e-03    3.90e-03      5.84e-02    6.79e-02    3.4e-07
 784000      8.91e-02    5.44e-02      3.56e-03    3.29e-03      7.57e-02    4.41e-02    3.4e-07
 785000      9.14e-02    5.63e-02      5.86e-03    1.25e-03      7.48e-02    4.84e-02    3.4e-07
 786000      7.19e-02    4.72e-02      4.85e-04    3.71e-04      6.26e-02    4.10e-02    3.2e-07
 787000      6.42e-02    6.44e-02      2.73e-03    1.24e-03      5.46e-02    5.58e-02    3.2e-07
 788000      6.28e-02    5.62e-02      5.53e-04    4.17e-04      5.46e-02    4.89e-02    3.2e-07
 789000      6.56e-02    7.32e-02      4.33e-03    4.83e-04      5.38e-02    6.37e-02    3.2e-07
 790000      8.56e-02    6.54e-02      2.65e-03    1.64e-03      7.37e-02    5.64e-02    3.2e-07
 791000      7.93e-02    5.58e-02      2.58e-03    4.63e-04      6.81e-02    4.89e-02    3.0e-07
 792000      7.67e-02    7.66e-02      4.46e-03    3.01e-03      6.39e-02    6.53e-02    3.0e-07
 793000      5.01e-02    5.22e-02      1.30e-03    5.33e-04      4.34e-02    4.57e-02    3.0e-07
 794000      5.54e-02    4.02e-02      2.53e-03    2.69e-03      4.71e-02    3.35e-02    3.0e-07
 795000      6.79e-02    4.47e-02      3.35e-03    8.38e-04      5.78e-02    3.90e-02    3.0e-07
 796000      8.15e-02    6.62e-02      6.88e-03    5.99e-05      6.34e-02    5.84e-02    2.9e-07
 797000      6.31e-02    4.89e-02      1.62e-03    7.72e-05      5.51e-02    4.31e-02    2.9e-07
 798000      6.19e-02    6.48e-02      4.14e-03    8.82e-04      5.13e-02    5.69e-02    2.9e-07
 799000      5.09e-02    5.63e-02      1.26e-03    2.80e-03      4.46e-02    4.83e-02    2.9e-07
 800000      4.28e-02    6.16e-02      1.15e-03    1.91e-03      3.73e-02    5.34e-02    2.9e-07
 801000      5.00e-02    8.89e-02      1.08e-03    6.46e-03      4.41e-02    7.32e-02    2.7e-07
 802000      8.01e-02    6.84e-02      1.70e-03    2.69e-03      7.04e-02    5.93e-02    2.7e-07
 803000      6.74e-02    6.23e-02      2.14e-03    2.22e-03      5.88e-02    5.43e-02    2.7e-07
 804000      7.49e-02    5.32e-02      7.94e-04    5.50e-04      6.63e-02    4.71e-02    2.7e-07
 805000      6.94e-02    5.26e-02      1.26e-03    1.49e-03      6.12e-02    4.62e-02    2.7e-07
 806000      6.35e-02    4.00e-02      1.17e-03    1.76e-03      5.62e-02    3.46e-02    2.6e-07
 807000      8.80e-02    6.09e-02      6.50e-03    5.29e-04      7.15e-02    5.42e-02    2.6e-07
 808000      7.83e-02    5.54e-02      5.07e-03    2.41e-03      6.58e-02    4.82e-02    2.6e-07
 809000      6.18e-02    5.33e-02      1.26e-04    5.12e-04      5.51e-02    4.74e-02    2.6e-07
 810000      7.00e-02    6.31e-02      1.85e-03    6.88e-04      6.18e-02    5.61e-02    2.6e-07
 811000      8.44e-02    5.16e-02      5.05e-03    7.02e-04      7.20e-02    4.61e-02    2.5e-07
 812000      6.41e-02    5.49e-02      1.64e-03    1.42e-03      5.68e-02    4.87e-02    2.5e-07
 813000      8.33e-02    4.82e-02      7.09e-03    7.71e-04      6.72e-02    4.31e-02    2.5e-07
 814000      6.56e-02    5.07e-02      1.14e-03    2.19e-03      5.85e-02    4.44e-02    2.5e-07
 815000      6.20e-02    5.50e-02      1.64e-03    1.75e-03      5.51e-02    4.85e-02    2.5e-07
 816000      5.39e-02    3.98e-02      2.59e-03    1.91e-04      4.71e-02    3.58e-02    2.3e-07
 817000      4.43e-02    7.18e-02      1.09e-03    1.46e-03      3.95e-02    6.42e-02    2.3e-07
 818000      8.71e-02    6.56e-02      5.68e-03    5.60e-04      7.36e-02    5.90e-02    2.3e-07
 819000      8.95e-02    5.00e-02      4.65e-03    9.57e-04      7.80e-02    4.48e-02    2.3e-07
 820000      6.06e-02    5.97e-02      3.43e-03    2.36e-03      5.20e-02    5.25e-02    2.3e-07
 821000      5.92e-02    4.70e-02      3.17e-03    7.21e-04      5.13e-02    4.24e-02    2.2e-07
 822000      7.80e-02    7.63e-02      2.58e-03    2.72e-03      6.95e-02    6.75e-02    2.2e-07
 823000      5.60e-02    4.77e-02      2.42e-04    2.51e-04      5.07e-02    4.31e-02    2.2e-07
 824000      6.07e-02    6.88e-02      9.96e-04    1.82e-03      5.47e-02    6.15e-02    2.2e-07
 825000      7.76e-02    6.82e-02      1.87e-03    3.20e-03      6.95e-02    5.97e-02    2.2e-07
 826000      8.54e-02    4.61e-02      6.76e-03    2.33e-03      7.10e-02    4.09e-02    2.1e-07
 827000      5.62e-02    6.09e-02      1.30e-03    2.97e-03      5.06e-02    5.34e-02    2.1e-07
 828000      6.56e-02    4.82e-02      2.87e-03    2.35e-04      5.80e-02    4.38e-02    2.1e-07
 829000      5.55e-02    5.66e-02      1.07e-03    4.04e-03      5.01e-02    4.76e-02    2.1e-07
 830000      8.03e-02    5.93e-02      1.62e-03    5.05e-04      7.25e-02    5.38e-02    2.1e-07
 831000      5.90e-02    4.75e-02      2.89e-03    4.07e-04      5.21e-02    4.33e-02    2.0e-07
 832000      5.56e-02    5.97e-02      3.57e-03    2.81e-03      4.83e-02    5.25e-02    2.0e-07
 833000      7.52e-02    4.21e-02      5.80e-03    8.46e-05      6.26e-02    3.84e-02    2.0e-07
 834000      6.16e-02    3.86e-02      3.19e-03    1.21e-03      5.41e-02    3.46e-02    2.0e-07
 835000      5.11e-02    4.72e-02      2.42e-03    2.79e-04      4.52e-02    4.31e-02    2.0e-07
 836000      6.37e-02    3.75e-02      6.24e-04    2.52e-04      5.83e-02    3.44e-02    1.9e-07
 837000      7.98e-02    4.41e-02      8.32e-03    3.64e-04      6.19e-02    4.04e-02    1.9e-07
 838000      5.37e-02    6.11e-02      1.52e-03    9.40e-04      4.86e-02    5.58e-02    1.9e-07
 839000      7.00e-02    5.18e-02      3.09e-03    9.12e-04      6.18e-02    4.72e-02    1.9e-07
 840000      8.72e-02    4.05e-02      7.22e-03    3.50e-04      7.24e-02    3.71e-02    1.9e-07
 841000      5.78e-02    4.56e-02      3.83e-03    1.05e-03      5.00e-02    4.16e-02    1.8e-07
 842000      4.81e-02    3.99e-02      2.17e-03    2.64e-04      4.26e-02    3.67e-02    1.8e-07
 843000      4.80e-02    6.06e-02      1.01e-03    2.96e-04      4.39e-02    5.58e-02    1.8e-07
 844000      9.57e-02    4.86e-02      4.01e-03    9.93e-04      8.61e-02    4.45e-02    1.8e-07
 845000      6.81e-02    5.19e-02      2.69e-03    1.03e-03      6.12e-02    4.76e-02    1.8e-07
 846000      5.96e-02    5.90e-02      3.35e-03    6.41e-04      5.27e-02    5.44e-02    1.7e-07
 847000      6.60e-02    5.59e-02      4.45e-03    3.52e-03      5.72e-02    4.87e-02    1.7e-07
 848000      5.58e-02    4.70e-02      1.99e-03    1.27e-04      5.05e-02    4.34e-02    1.7e-07
 849000      7.84e-02    6.57e-02      3.03e-03    2.23e-04      7.09e-02    6.07e-02    1.7e-07
 850000      6.86e-02    4.88e-02      2.75e-03    1.96e-04      6.15e-02    4.50e-02    1.7e-07
 851000      7.15e-02    4.32e-02      3.60e-03    4.16e-04      6.42e-02    4.00e-02    1.6e-07
 852000      6.61e-02    3.86e-02      1.17e-03    1.54e-03      6.10e-02    3.52e-02    1.6e-07
 853000      4.88e-02    5.45e-02      9.10e-04    1.38e-03      4.50e-02    5.00e-02    1.6e-07
 854000      8.26e-02    6.25e-02      7.59e-03    3.04e-03      6.77e-02    5.61e-02    1.6e-07
 855000      6.40e-02    3.97e-02      2.98e-03    2.66e-04      5.77e-02    3.68e-02    1.6e-07
 856000      8.26e-02    5.07e-02      1.57e-03    1.08e-03      7.64e-02    4.68e-02    1.6e-07
 857000      8.11e-02    5.81e-02      1.90e-03    2.75e-03      7.47e-02    5.22e-02    1.6e-07
 858000      7.58e-02    5.65e-02      1.23e-03    2.46e-03      7.03e-02    5.12e-02    1.6e-07
 859000      9.79e-02    4.96e-02      2.34e-03    9.92e-04      9.04e-02    4.60e-02    1.6e-07
 860000      4.89e-02    5.06e-02      5.98e-04    1.21e-03      4.54e-02    4.68e-02    1.6e-07
 861000      5.61e-02    5.26e-02      2.44e-03    1.84e-03      5.09e-02    4.81e-02    1.5e-07
 862000      7.29e-02    4.25e-02      3.64e-03    3.01e-04      6.56e-02    3.96e-02    1.5e-07
 863000      5.40e-02    4.22e-02      1.30e-03    5.55e-04      4.99e-02    3.93e-02    1.5e-07
 864000      6.69e-02    5.38e-02      1.39e-03    1.95e-04      6.20e-02    5.02e-02    1.5e-07
 865000      8.53e-02    6.84e-02      5.23e-03    3.92e-03      7.53e-02    6.05e-02    1.5e-07
 866000      6.17e-02    3.97e-02      8.69e-04    1.07e-03      5.76e-02    3.68e-02    1.4e-07
 867000      6.25e-02    6.41e-02      1.06e-03    3.77e-03      5.83e-02    5.70e-02    1.4e-07
 868000      7.51e-02    5.10e-02      1.71e-03    1.69e-03      6.99e-02    4.70e-02    1.4e-07
 869000      6.08e-02    6.27e-02      6.52e-04    1.26e-03      5.69e-02    5.84e-02    1.4e-07
 870000      8.70e-02    5.16e-02      3.66e-03    1.23e-03      7.94e-02    4.79e-02    1.4e-07
 871000      5.44e-02    5.18e-02      4.80e-04    1.38e-03      5.10e-02    4.81e-02    1.3e-07
 872000      7.91e-02    5.31e-02      6.76e-03    6.53e-04      6.69e-02    4.97e-02    1.3e-07
 873000      8.21e-02    6.54e-02      2.05e-03    3.32e-04      7.63e-02    6.14e-02    1.3e-07
 874000      5.51e-02    5.93e-02      2.19e-04    2.15e-04      5.18e-02    5.57e-02    1.3e-07
 875000      7.70e-02    5.99e-02      3.25e-04    2.95e-03      7.23e-02    5.45e-02    1.3e-07
 876000      6.45e-02    6.32e-02      2.61e-03    2.92e-03      5.94e-02    5.74e-02    1.3e-07
 877000      5.54e-02    3.94e-02      5.37e-03    9.20e-05      4.57e-02    3.71e-02    1.3e-07
 878000      5.59e-02    7.07e-02      3.40e-04    1.16e-03      5.26e-02    6.63e-02    1.3e-07
 879000      4.81e-02    5.49e-02      2.79e-03    2.90e-03      4.38e-02    5.00e-02    1.3e-07
 880000      8.41e-02    4.74e-02      7.17e-03    3.71e-04      6.98e-02    4.46e-02    1.3e-07
 881000      5.82e-02    3.90e-02      7.97e-04    3.12e-04      5.48e-02    3.68e-02    1.2e-07
 882000      6.19e-02    6.68e-02      2.85e-04    3.01e-03      5.85e-02    6.17e-02    1.2e-07
 883000      6.06e-02    5.75e-02      2.66e-03    5.21e-04      5.58e-02    5.43e-02    1.2e-07
 884000      6.07e-02    4.61e-02      1.73e-03    6.54e-06      5.66e-02    4.36e-02    1.2e-07
 885000      6.60e-02    6.00e-02      2.96e-04    1.05e-03      6.24e-02    5.64e-02    1.2e-07
 886000      4.50e-02    5.25e-02      1.13e-03    6.76e-04      4.23e-02    4.96e-02    1.1e-07
 887000      4.74e-02    4.46e-02      9.23e-04    1.11e-03      4.47e-02    4.20e-02    1.1e-07
 888000      5.17e-02    4.89e-02      9.29e-04    4.07e-04      4.87e-02    4.63e-02    1.1e-07
 889000      6.90e-02    5.33e-02      2.86e-03    1.53e-03      6.39e-02    4.98e-02    1.1e-07
 890000      5.17e-02    6.26e-02      5.31e-03    1.84e-03      4.21e-02    5.84e-02    1.1e-07
 891000      7.16e-02    4.83e-02      2.41e-03    1.07e-03      6.69e-02    4.55e-02    1.1e-07
 892000      5.94e-02    6.89e-02      8.28e-04    2.68e-03      5.62e-02    6.42e-02    1.1e-07
 893000      6.29e-02    4.48e-02      1.64e-03    2.21e-03      5.92e-02    4.14e-02    1.1e-07
 894000      7.21e-02    6.04e-02      1.19e-03    4.07e-03      6.82e-02    5.42e-02    1.1e-07
 895000      5.51e-02    4.75e-02      2.29e-04    6.99e-04      5.24e-02    4.50e-02    1.1e-07
 896000      8.39e-02    5.60e-02      1.00e-03    1.78e-04      7.97e-02    5.33e-02    1.0e-07
 897000      6.35e-02    6.38e-02      2.58e-03    1.91e-03      5.91e-02    6.00e-02    1.0e-07
 898000      8.40e-02    4.66e-02      7.37e-04    3.08e-04      7.99e-02    4.44e-02    1.0e-07
 899000      6.71e-02    3.45e-02      1.68e-03    1.98e-03      6.32e-02    3.09e-02    1.0e-07
 900000      5.00e-02    4.93e-02      1.77e-03    3.93e-03      4.68e-02    4.40e-02    1.0e-07
 901000      5.58e-02    5.43e-02      6.95e-04    1.59e-03      5.31e-02    5.13e-02    9.8e-08
 902000      6.80e-02    5.30e-02      2.93e-03    2.73e-04      6.31e-02    5.05e-02    9.8e-08
 903000      4.95e-02    5.99e-02      3.00e-03    2.94e-04      4.52e-02    5.71e-02    9.8e-08
 904000      5.01e-02    4.86e-02      7.66e-05    2.30e-03      4.78e-02    4.52e-02    9.8e-08
 905000      7.43e-02    5.34e-02      1.19e-03    1.47e-03      7.06e-02    5.04e-02    9.8e-08
 906000      6.20e-02    4.96e-02      3.49e-03    9.96e-04      5.66e-02    4.72e-02    9.3e-08
 907000      6.70e-02    5.23e-02      2.03e-03    7.92e-04      6.31e-02    4.99e-02    9.3e-08
 908000      7.54e-02    4.61e-02      2.96e-03    9.71e-04      7.05e-02    4.39e-02    9.3e-08
 909000      6.43e-02    5.26e-02      6.36e-04    1.64e-03      6.14e-02    4.97e-02    9.3e-08
 910000      3.14e-02    7.18e-02      1.20e-03    1.05e-03      2.93e-02    6.84e-02    9.3e-08
 911000      5.97e-02    5.75e-02      1.85e-03    3.11e-03      5.63e-02    5.21e-02    8.8e-08
 912000      6.61e-02    5.88e-02      2.09e-03    3.47e-03      6.23e-02    5.33e-02    8.8e-08
 913000      5.52e-02    7.39e-02      2.52e-03    2.53e-04      5.12e-02    7.08e-02    8.8e-08
 914000      4.77e-02    5.53e-02      1.01e-03    1.91e-03      4.54e-02    5.23e-02    8.8e-08
 915000      5.40e-02    5.89e-02      2.51e-03    2.69e-03      5.05e-02    5.48e-02    8.8e-08
 916000      5.03e-02    5.24e-02      8.25e-04    1.10e-03      4.81e-02    4.99e-02    8.4e-08
 917000      4.77e-02    5.07e-02      3.42e-03    4.57e-03      4.36e-02    4.34e-02    8.4e-08
 918000      6.68e-02    4.77e-02      5.02e-03    2.68e-04      5.83e-02    4.58e-02    8.4e-08
 919000      5.36e-02    5.39e-02      1.07e-03    9.93e-04      5.12e-02    5.14e-02    8.4e-08
 920000      6.00e-02    4.78e-02      1.42e-03    1.18e-03      5.72e-02    4.54e-02    8.4e-08
 921000      6.09e-02    5.75e-02      7.31e-04    1.87e-03      5.84e-02    5.46e-02    8.0e-08
 922000      5.81e-02    6.75e-02      1.67e-03    2.19e-03      5.51e-02    6.41e-02    8.0e-08
 923000      5.33e-02    4.83e-02      2.36e-03    4.07e-05      4.98e-02    4.64e-02    8.0e-08
 924000      5.59e-02    4.99e-02      1.30e-03    1.16e-03      5.33e-02    4.76e-02    8.0e-08
 925000      7.48e-02    5.80e-02      3.32e-03    2.34e-03      7.02e-02    5.47e-02    8.0e-08
 926000      4.99e-02    5.65e-02      3.84e-04    2.61e-03      4.81e-02    5.32e-02    7.6e-08
 927000      8.33e-02    3.46e-02      7.62e-03    1.40e-03      7.10e-02    3.25e-02    7.6e-08
 928000      4.75e-02    5.00e-02      9.42e-04    7.37e-04      4.55e-02    4.81e-02    7.6e-08
 929000      5.48e-02    4.48e-02      3.08e-04    1.59e-04      5.28e-02    4.32e-02    7.6e-08
 930000      6.45e-02    5.77e-02      3.29e-03    1.43e-03      6.02e-02    5.52e-02    7.6e-08
 931000      5.67e-02    3.54e-02      1.17e-03    1.61e-03      5.44e-02    3.34e-02    7.2e-08
 932000      5.19e-02    3.77e-02      1.08e-03    4.11e-04      4.98e-02    3.64e-02    7.2e-08
 933000      5.70e-02    5.28e-02      6.62e-04    1.37e-03      5.50e-02    5.06e-02    7.2e-08
 934000      7.01e-02    4.33e-02      9.40e-04    5.40e-04      6.76e-02    4.17e-02    7.2e-08
 935000      5.27e-02    2.76e-02      1.56e-03    1.25e-04      5.04e-02    2.67e-02    7.2e-08
 936000      4.90e-02    5.47e-02      2.10e-04    1.09e-03      4.74e-02    5.25e-02    6.8e-08
 937000      4.99e-02    5.85e-02      1.28e-03    4.85e-04      4.80e-02    5.66e-02    6.8e-08
 938000      8.42e-02    4.33e-02      6.37e-04    1.78e-03      8.14e-02    4.10e-02    6.8e-08
 939000      5.58e-02    7.06e-02      2.02e-03    3.04e-03      5.30e-02    6.60e-02    6.8e-08
 940000      5.82e-02    4.11e-02      8.65e-04    1.06e-03      5.61e-02    3.94e-02    6.8e-08
 941000      6.22e-02    6.70e-02      5.54e-05    2.21e-03      6.03e-02    6.37e-02    6.5e-08
 942000      4.79e-02    6.11e-02      1.29e-03    1.28e-03      4.59e-02    5.89e-02    6.5e-08
 943000      7.97e-02    5.81e-02      2.20e-03    2.74e-03      7.62e-02    5.46e-02    6.5e-08
 944000      5.52e-02    5.62e-02      6.35e-04    6.05e-04      5.34e-02    5.44e-02    6.5e-08
 945000      6.46e-02    5.08e-02      1.96e-03    1.40e-03      6.16e-02    4.86e-02    6.5e-08
 946000      4.96e-02    5.17e-02      4.75e-03    1.19e-03      4.23e-02    4.98e-02    6.2e-08
 947000      6.34e-02    4.99e-02      1.14e-03    2.78e-03      6.13e-02    4.65e-02    6.2e-08
 948000      7.38e-02    7.66e-02      4.51e-03    6.94e-03      6.78e-02    6.42e-02    6.2e-08
 949000      5.22e-02    4.59e-02      6.66e-04    2.18e-03      5.06e-02    4.27e-02    6.2e-08
 950000      5.17e-02    5.38e-02      1.51e-03    3.65e-03      4.98e-02    4.90e-02    6.2e-08
 951000      5.65e-02    4.91e-02      4.02e-03    2.54e-03      5.12e-02    4.61e-02    5.9e-08
 952000      7.63e-02    5.57e-02      4.64e-03    2.28e-04      7.01e-02    5.42e-02    5.9e-08
 953000      7.20e-02    4.66e-02      4.22e-03    6.33e-04      6.61e-02    4.52e-02    5.9e-08
 954000      5.44e-02    5.98e-02      1.31e-03    4.94e-04      5.25e-02    5.81e-02    5.9e-08
 955000      5.22e-02    6.08e-02      2.04e-03    2.46e-03      4.96e-02    5.77e-02    5.9e-08
 956000      7.64e-02    5.82e-02      1.98e-03    1.17e-03      7.35e-02    5.63e-02    5.6e-08
 957000      5.09e-02    4.54e-02      1.39e-03    1.39e-04      4.92e-02    4.42e-02    5.6e-08
 958000      5.50e-02    7.00e-02      4.74e-03    2.16e-03      4.81e-02    6.69e-02    5.6e-08
 959000      8.00e-02    3.78e-02      3.41e-03    2.08e-03      7.54e-02    3.55e-02    5.6e-08
 960000      6.58e-02    7.41e-02      3.85e-05    4.76e-03      6.41e-02    6.74e-02    5.6e-08
 961000      5.78e-02    5.25e-02      1.68e-03    4.57e-04      5.55e-02    5.11e-02    5.3e-08
 962000      4.58e-02    7.06e-02      2.67e-04    1.91e-03      4.46e-02    6.81e-02    5.3e-08
 963000      7.10e-02    4.09e-02      5.29e-03    3.20e-04      6.40e-02    3.98e-02    5.3e-08
 964000      5.22e-02    5.04e-02      1.36e-03    1.15e-04      5.03e-02    4.91e-02    5.3e-08
 965000      5.20e-02    7.17e-02      3.00e-03    4.20e-03      4.82e-02    6.64e-02    5.3e-08
 966000      6.28e-02    4.58e-02      3.38e-04    6.84e-04      6.13e-02    4.46e-02    5.0e-08
 967000      6.21e-02    5.09e-02      2.65e-04    7.85e-04      6.06e-02    4.95e-02    5.0e-08
 968000      7.65e-02    5.57e-02      3.18e-03    3.45e-03      7.23e-02    5.12e-02    5.0e-08
 969000      5.30e-02    5.30e-02      5.16e-03    9.75e-04      4.52e-02    5.15e-02    5.0e-08
 970000      7.07e-02    4.46e-02      5.62e-03    5.55e-04      6.31e-02    4.34e-02    5.0e-08
 971000      7.79e-02    6.11e-02      6.15e-03    3.15e-03      6.97e-02    5.74e-02    4.8e-08
 972000      7.73e-02    5.29e-02      7.56e-03    1.39e-03      6.54e-02    5.11e-02    4.8e-08
 973000      7.61e-02    5.36e-02      1.17e-03    9.64e-04      7.40e-02    5.21e-02    4.8e-08
 974000      8.90e-02    6.62e-02      1.58e-03    4.07e-03      8.66e-02    6.18e-02    4.8e-08
 975000      5.65e-02    6.19e-02      2.35e-03    1.75e-03      5.38e-02    5.97e-02    4.8e-08
 976000      7.02e-02    4.73e-02      1.67e-04    5.26e-04      6.86e-02    4.61e-02    4.5e-08
 977000      7.29e-02    7.42e-02      1.70e-04    3.02e-03      7.13e-02    7.03e-02    4.5e-08
 978000      4.56e-02    5.68e-02      3.35e-03    2.68e-03      4.23e-02    5.32e-02    4.5e-08
 979000      6.11e-02    4.60e-02      7.47e-04    4.89e-04      5.96e-02    4.50e-02    4.5e-08
 980000      6.15e-02    5.62e-02      2.15e-03    1.95e-03      5.90e-02    5.37e-02    4.5e-08
 981000      1.10e-01    3.45e-02      5.00e-03    2.11e-03      1.05e-01    3.25e-02    4.3e-08
 982000      6.92e-02    5.26e-02      5.54e-03    1.77e-03      6.06e-02    5.05e-02    4.3e-08
 983000      6.01e-02    5.47e-02      1.41e-03    2.73e-03      5.84e-02    5.18e-02    4.3e-08
 984000      4.89e-02    5.60e-02      1.15e-03    3.94e-04      4.75e-02    5.48e-02    4.3e-08
 985000      5.62e-02    5.50e-02      9.54e-04    2.01e-03      5.48e-02    5.27e-02    4.3e-08
 986000      5.10e-02    5.22e-02      1.18e-03    4.53e-04      4.95e-02    5.11e-02    4.1e-08
 987000      4.88e-02    5.55e-02      2.47e-03    5.82e-04      4.57e-02    5.43e-02    4.1e-08
 988000      5.68e-02    6.40e-02      2.45e-03    1.53e-03      5.43e-02    6.20e-02    4.1e-08
 989000      8.61e-02    5.67e-02      1.32e-03    2.88e-03      8.42e-02    5.35e-02    4.1e-08
 990000      6.02e-02    5.13e-02      6.51e-04    2.17e-03      5.88e-02    4.87e-02    4.1e-08
 991000      7.02e-02    4.55e-02      1.76e-03    7.48e-04      6.83e-02    4.44e-02    3.9e-08
 992000      6.78e-02    5.71e-02      2.57e-03    6.67e-04      6.52e-02    5.59e-02    3.9e-08
 993000      7.17e-02    4.45e-02      1.22e-03    6.59e-04      7.01e-02    4.36e-02    3.9e-08
 994000      6.99e-02    4.17e-02      1.47e-03    1.81e-04      6.82e-02    4.09e-02    3.9e-08
 995000      6.05e-02    4.45e-02      8.00e-04    3.40e-04      5.92e-02    4.36e-02    3.9e-08
 996000      5.50e-02    6.50e-02      9.68e-04    1.26e-03      5.39e-02    6.35e-02    3.7e-08
 997000      5.17e-02    4.88e-02      2.56e-03    4.69e-03      4.90e-02    4.20e-02    3.7e-08
 998000      7.08e-02    5.57e-02      3.72e-03    1.41e-03      6.65e-02    5.41e-02    3.7e-08
 999000      5.37e-02    4.51e-02      2.15e-03    1.72e-03      5.17e-02    4.36e-02    3.7e-08
1000000      5.67e-02    7.32e-02      6.61e-04    2.02e-03      5.56e-02    7.11e-02    3.7e-08
